iter	Passed	Remaining
398	11466	23018
399	11492	22984
400	11523	22960
401	11552	22931
402	11580	22902
403	11609	22874
404	11636	22842
405	11664	22810
406	11692	22782
407	11722	22754
408	11750	22724
409	11776	22691
410	11806	22665
411	11837	22640
412	11868	22616
413	11896	22586
414	11924	22556
415	11951	22523
416	11977	22489
417	12005	22459
418	12034	22431
419	12062	22401
420	12088	22368
421	12118	22341
422	12146	22311
423	12177	22287
424	12207	22260
425	12237	22233
426	12266	22206
427	12294	22175
428	12322	22146
429	12352	22119
430	12382	22092
431	12405	22055
432	12436	22030
433	12462	21996
434	12488	21962
435	12517	21934
436	12545	21903
437	12571	21871
438	12599	21841
439	12626	21809
440	12654	21779
441	12681	21747
442	12710	21719
443	12735	21684
444	12762	21652
445	12790	21623
446	12818	21593
447	12846	21563
448	12876	21537
449	12906	21510
450	12935	21481
451	12964	21454
452	12993	21425
453	13022	21398
454	13052	21371
455	13080	21341
456	13108	21311
457	13135	21279
458	13164	21252
459	13193	21224
460	13225	21201
461	13258	21178
462	13285	21147
463	13311	21114
464	13338	21083
465	13368	21056
466	13395	21026
467	13426	20999
468	13461	20980
469	13491	20955
470	13520	20927
471	13547	20895
472	13576	20866
473	13606	20840
474	13635	20811
475	13664	20783
476	13694	20757
477	13721	20725
478	13747	20693
479	13777	20666
480	13805	20636
481	13834	20608
482	13861	20577
483	13892	20552
484	13922	20525
485	13950	20494
486	13977	20463
487	14004	20432
488	14032	20403
489	14061	20374
490	14090	20346
491	14114	20310
492	14141	20280
493	14171	20253
494	14200	20224
495	14228	20195
496	14259	20169
497	14288	20140
498	14317	20113
499	14344	20081
500	14372	20052
501	14397	20019
502	14428	19994
503	14455	19962
504	14483	19932
505	14509	19899
506	14537	19870
507	14565	19840
508	14595	19813
509	14623	19784
510	14650	19754
511	14678	19724
512	14708	19697
513	14738	19670
514	14768	19643
515	14793	19609
516	14819	19578
517	14849	19551
518	14877	19521
519	14904	19490
520	14937	19467
521	14970	19444
522	14996	19412
523	15024	19383
524	15051	19351
525	15081	19324
526	15106	19291
527	15132	19259
528	15155	19224
529	15183	19194
530	15212	19166
531	15239	19135
532	15267	19106
533	15294	19075
534	15324	19048
535	15358	19026
536	15387	18997
537	15416	18969
538	15447	18943
539	15474	18913
540	15501	18883
541	15530	18854
542	15554	18819
543	15582	18790
544	15611	18762
545	15638	18731
546	15667	18704
547	15695	18674
548	15722	18643
549	15750	18614
550	15779	18585
551	15807	18556
552	15834	18526
553	15865	18499
554	15893	18470
555	15923	18443
556	15951	18414
557	15980	18386
558	16013	18362
559	16040	18332
560	16071	18305
561	16099	18276
562	16127	18246
563	16152	18214
564	16181	18186
565	16210	18157
566	16238	18129
567	16262	18095
568	16291	18067
569	16316	18034
570	16345	18005
571	16378	17982
572	16403	17949
573	16433	17922
574	16460	17891
575	16489	17863
576	16517	17834
577	16547	17806
578	16574	17776
579	16601	17746
580	16630	17718
581	16659	17689
582	16686	17660
583	16715	17631
584	16742	17600
585	16770	17572
586	16798	17542
587	16825	17512
588	16853	17482
589	16881	17454
590	16911	17426
591	16939	17397
592	16967	17367
593	16994	17338
594	17023	17309
595	17054	17283
596	17083	17255
597	17113	17228
598	17141	17198
599	17169	17169
600	17197	17140
601	17223	17108
602	17250	17078
603	17276	17047
604	17302	17016
605	17329	16986
606	17356	16956
607	17382	16925
608	17412	16897
609	17442	16870
610	17470	16840
611	17498	16812
612	17524	16781
613	17555	16755
614	17584	16726
615	17609	16694
616	17632	16660
617	17661	16632
618	17687	16601
619	17713	16570
620	17742	16542
621	17770	16513
622	17800	16485
623	17828	16456
624	17855	16426
625	17879	16394
626	17905	16363
627	17932	16333
628	17959	16303
629	17986	16273
630	18017	16247
631	18046	16218
632	18074	16189
633	18107	16165
634	18138	16139
635	18171	16114
636	18204	16089
637	18238	16065
638	18273	16042
639	18308	16020
640	18344	15997
641	18377	15973
642	18406	15945
643	18439	15919
644	18470	15893
645	18501	15866
646	18527	15835
647	18556	15807
648	18588	15781
649	18618	15754
650	18650	15728
651	18680	15700
652	18712	15674
653	18741	15646
654	18768	15616
655	18795	15586
656	18826	15560
657	18852	15529
658	18880	15499
659	18909	15471
660	18935	15440
661	18963	15411
662	18992	15382
663	19025	15357
664	19056	15331
665	19085	15302
666	19113	15273
667	19142	15245
668	19176	15220
669	19205	15192
670	19233	15163
671	19262	15134
672	19292	15106
673	19323	15080
674	19356	15055
675	19386	15027
676	19416	14999
677	19452	14976
678	19482	14948
679	19511	14920
680	19540	14892
681	19572	14865
682	19600	14836
683	19627	14806
684	19657	14778
685	19685	14749
686	19714	14721
687	19744	14693
688	19774	14665
689	19803	14637
690	19832	14609
691	19860	14579
692	19888	14550
693	19920	14524
694	19947	14493
695	19976	14465
696	20004	14436
697	20034	14408
698	20061	14378
699	20091	14350
700	20122	14323
701	20150	14294
702	20179	14266
703	20208	14237
704	20246	14215
705	20286	14195
706	20326	14173
707	20361	14149
708	20392	14122
709	20426	14097
710	20465	14075
711	20505	14054
712	20543	14032
713	20587	14013
714	20619	13986
715	20647	13957
716	20675	13927
717	20701	13896
718	20730	13868
719	20756	13837
720	20779	13804
721	20806	13775
722	20834	13745
723	20862	13716
724	20891	13687
725	20919	13658
726	20947	13629
727	20978	13601
728	21012	13576
729	21048	13551
730	21077	13522
731	21107	13495
732	21136	13466
733	21167	13438
734	21198	13410
735	21229	13383
736	21259	13355
737	21289	13327
738	21319	13299
739	21352	13273
740	21382	13245
741	21407	13213
742	21441	13188
743	21468	13158
744	21494	13127
745	21523	13098
746	21550	13068
747	21581	13041
748	21613	13014
749	21642	12985
750	21672	12957
751	21700	12928
752	21729	12899
753	21758	12870
754	21787	12841
755	21816	12812
756	21839	12780
757	21869	12752
758	21900	12724
759	21928	12695
760	21956	12666
761	21983	12636
762	22013	12608
763	22043	12579
764	22073	12551
765	22099	12521
766	22126	12490
767	22152	12460
768	22179	12430
769	22208	12402
770	22235	12372
771	22262	12342
772	22290	12313
773	22316	12282
774	22345	12254
775	22375	12225
776	22404	12197
777	22434	12169
778	22464	12140
779	22494	12112
780	22521	12082
781	22548	12052
782	22579	12025
783	22608	11996
784	22636	11966
785	22660	11935
786	22687	11906
787	22717	11877
788	22747	11849
789	22776	11820
790	22804	11791
791	22832	11761
792	22859	11732
793	22887	11703
794	22914	11673
795	22943	11644
796	22971	11615
797	23002	11587
798	23031	11558
799	23061	11530
800	23089	11501
801	23115	11471
802	23143	11442
803	23171	11412
804	23199	11383
805	23227	11354
806	23254	11324
807	23281	11295
808	23312	11267
809	23345	11240
810	23375	11211
811	23402	11182
812	23440	11158
813	23478	11133
814	23519	11110
815	23555	11084
816	23588	11057
817	23620	11030
818	23661	11007
819	23701	10983
820	23736	10957
821	23767	10929
822	23796	10900
823	23825	10871
824	23851	10841
825	23878	10811
826	23906	10782
827	23935	10753
828	23963	10724
829	23992	10695
830	24021	10666
831	24046	10636
832	24076	10607
833	24105	10578
834	24134	10549
835	24163	10521
836	24190	10491
837	24220	10462
838	24247	10432
839	24276	10404
840	24305	10375
841	24329	10344
842	24357	10315
843	24385	10286
844	24415	10257
845	24444	10228
846	24481	10203
847	24518	10177
848	24554	10151
849	24589	10125
850	24626	10099
851	24663	10073
852	24702	10049
853	24741	10024
854	24778	9998
855	24809	9970
856	24837	9940
857	24867	9912
858	24895	9883
859	24925	9854
860	24954	9825
861	24983	9796
862	25014	9768
863	25043	9739
864	25072	9710
865	25101	9681
866	25130	9652
867	25157	9622
868	25184	9592
869	25212	9563
870	25239	9533
871	25267	9504
872	25295	9475
873	25323	9445
874	25352	9416
875	25382	9388
876	25413	9359
877	25443	9331
878	25472	9302
879	25503	9273
880	25530	9244
881	25554	9213
882	25582	9184
883	25609	9154
884	25637	9125
885	25666	9096
886	25695	9067
887	25723	9037
888	25751	9008
889	25780	8979
890	25812	8951
891	25837	8921
892	25867	8892
893	25894	8863
894	25922	8833
895	25949	8804
896	25980	8776
897	26018	8750
898	26046	8720
899	26076	8692
900	26104	8662
901	26133	8633
902	26158	8603
903	26186	8574
904	26213	8544
905	26239	8514
906	26269	8486
907	26299	8457
908	26331	8429
909	26358	8399
910	26387	8370
911	26417	8342
912	26447	8313
913	26480	8286
914	26510	8257
915	26538	8228
916	26566	8198
917	26594	8169
918	26622	8140
919	26652	8111
920	26679	8082
921	26708	8053
922	26734	8023
923	26761	7993
924	26789	7964
925	26818	7935
926	26849	7907
927	26874	7877
928	26902	7847
929	26929	7818
930	26952	7787
931	26978	7757
932	27007	7728
933	27036	7699
934	27058	7669
935	27085	7639
936	27112	7609
937	27138	7580
938	27165	7550
939	27192	7521
940	27221	7492
941	27248	7462
942	27277	7433
943	27305	7404
944	27338	7376
945	27367	7348
946	27400	7320
947	27431	7291
948	27457	7262
949	27485	7233
950	27514	7204
951	27544	7175
952	27573	7146
953	27600	7117
954	27625	7087
955	27653	7057
956	27682	7029
957	27710	7000
958	27741	6971
959	27770	6942
960	27801	6914
961	27831	6885
962	27863	6857
963	27894	6829
964	27925	6800
965	27953	6771
966	27977	6741
967	28007	6712
968	28034	6683
969	28063	6654
970	28090	6624
971	28119	6595
972	28157	6569
973	28189	6540
974	28213	6510
975	28241	6481
976	28266	6451
977	28294	6422
978	28323	6393
979	28350	6364
980	28378	6335
981	28411	6307
982	28438	6277
983	28466	6248
984	28493	6219
985	28520	6189
986	28547	6160
987	28576	6131
988	28604	6102
989	28631	6073
990	28657	6043
991	28686	6014
992	28715	5985
993	28741	5956
994	28769	5927
995	28795	5897
996	28823	5868
997	28851	5839
998	28880	5810
999	28907	5781
1000	28938	5752
1001	28970	5724
1002	29003	5696
1003	29031	5667
1004	29058	5638
1005	29086	5609
1006	29114	5580
1007	29144	5551
1008	29173	5522
1009	29202	5493
1010	29230	5464
1011	29255	5434
1012	29286	5406
1013	29315	5377
1014	29344	5348
1015	29373	5319
1016	29403	5290
1017	29432	5262
1018	29459	5232
1019	29489	5204
1020	29517	5174
1021	29543	5145
1022	29570	5116
1023	29598	5087
1024	29629	5058
1025	29660	5030
1026	29687	5000
1027	29716	4971
1028	29740	4942
1029	29769	4913
1030	29798	4884
1031	29828	4855
1032	29855	4826
1033	29884	4797
1034	29912	4768
1035	29940	4739
1036	29971	4711
1037	30001	4682
1038	30028	4653
1039	30057	4624
1040	30085	4595
1041	30112	4566
1042	30139	4536
1043	30167	4507
1044	30195	4478
1045	30223	4449
1046	30252	4420
1047	30282	4392
1048	30312	4363
1049	30340	4334
1050	30369	4305
1051	30400	4276
1052	30431	4248
1053	30457	4219
1054	30489	4190
1055	30518	4161
1056	30546	4132
1057	30575	4103
1058	30605	4074
1059	30635	4046
1060	30664	4017
1061	30696	3988
1062	30726	3960
1063	30754	3930
1064	30778	3901
1065	30806	3872
1066	30832	3843
1067	30858	3813
1068	30887	3785
1069	30918	3756
1070	30949	3727
1071	30985	3699
1072	31017	3671
1073	31054	3643
1074	31087	3614
1075	31119	3586
1076	31150	3557
1077	31182	3529
1078	31211	3500
1079	31240	3471
1080	31266	3441
1081	31295	3412
1082	31323	3383
1083	31351	3354
1084	31379	3325
1085	31409	3297
1086	31438	3268
1087	31465	3239
1088	31491	3209
1089	31521	3181
1090	31550	3152
1091	31580	3123
1092	31609	3094
1093	31639	3065
1094	31669	3036
1095	31699	3007
1096	31727	2978
1097	31756	2950
1098	31785	2921
1099	31816	2892
1100	31847	2863
1101	31876	2834
1102	31905	2805
1103	31931	2776
1104	31960	2747
1105	31989	2718
1106	32018	2689
1107	32045	2660
1108	32077	2632
1109	32105	2603
1110	32136	2574
1111	32163	2545
1112	32192	2516
1113	32220	2487
1114	32250	2458
1115	32279	2429
1116	32308	2400
1117	32335	2371
1118	32362	2342
1119	32398	2314
1120	32426	2285
1121	32453	2256
1122	32483	2227
1123	32513	2198
1124	32547	2169
1125	32575	2140
1126	32605	2112
1127	32631	2082
1128	32661	2053
1129	32689	2025
1130	32715	1995
1131	32745	1967
1132	32773	1938
1133	32800	1909
1134	32829	1880
1135	32858	1851
1136	32888	1822
1137	32916	1793
1138	32946	1764
1139	32975	1735
1140	33004	1706
1141	33031	1677
1142	33059	1648
1143	33090	1619
1144	33122	1591
1145	33151	1562
1146	33180	1533
1147	33208	1504
1148	33232	1475
1149	33260	1446
1150	33289	1417
1151	33319	1388
1152	33347	1359
1153	33375	1330
1154	33411	1301
1155	33440	1272
1156	33468	1243
1157	33495	1214
1158	33521	1185
1159	33549	1156
1160	33577	1127
1161	33609	1099
1162	33635	1070
1163	33661	1041
1164	33688	1012
1165	33718	983
1166	33743	954
1167	33772	925
1168	33801	896
1169	33830	867
1170	33857	838
1171	33883	809
1172	33910	780
1173	33937	751
1174	33964	722
1175	33993	693
1176	34020	664
1177	34048	635
1178	34073	606
1179	34101	577
1180	34128	549
1181	34158	520
1182	34183	491
1183	34212	462
1184	34241	433
1185	34267	404
1186	34299	375
1187	34328	346
1188	34357	317
1189	34391	289
1190	34418	260
1191	34445	231
1192	34472	202
1193	34500	173
1194	34529	144
1195	34560	115
1196	34589	86
1197	34614	57
1198	34644	28
1199	34672	0
