iter	F1	Logloss
154	0.4946708464	0.172662194
155	0.4945158258	0.1726162239
156	0.4942798934	0.1725407295
157	0.4940438871	0.1724242184
158	0.4944348644	0.1723307458
159	0.4944348644	0.1722288097
160	0.4951395422	0.1721330742
161	0.4952171868	0.1720773399
162	0.4949811794	0.1720207146
163	0.4949035597	0.1718841228
164	0.4944348644	0.1716553055
165	0.4943573668	0.1716370065
166	0.4943573668	0.1716047384
167	0.4945933239	0.171549592
168	0.4948292071	0.1715457612
169	0.4955336154	0.1714704628
170	0.4955336154	0.1714608411
171	0.4957693513	0.1714304973
172	0.4957693513	0.1714163321
173	0.4960050133	0.1714017214
174	0.4955336154	0.1712161482
175	0.4960050133	0.1711330099
176	0.4960050133	0.1711126797
177	0.4959273183	0.1711064613
178	0.4958496476	0.1710672976
179	0.4959273183	0.1710294168
180	0.4960851863	0.1710157504
181	0.4960075153	0.1708855195
182	0.4960075153	0.1707805009
183	0.4962429555	0.1707600638
184	0.4960851863	0.1707070378
185	0.4963983714	0.1706178415
186	0.4973379267	0.1703873315
187	0.4974953037	0.1702972087
188	0.4974953037	0.1702689139
189	0.4974953037	0.1702348105
190	0.4975731956	0.170201099
191	0.4975731956	0.1701784347
192	0.4974953037	0.1700963477
193	0.4975731956	0.170035268
194	0.4975731956	0.1700244347
195	0.4978083907	0.1699982068
196	0.4977304743	0.1699845405
197	0.4977304743	0.1699730301
198	0.4977304743	0.1699453768
199	0.4977304743	0.1699352562
200	0.4982785603	0.1698930278
201	0.4983565503	0.1698123128
202	0.4985135347	0.1697719553
203	0.4985135347	0.1697652914
204	0.4984355444	0.1697345734
205	0.4985135347	0.1696529141
206	0.4984355444	0.1696354169
207	0.4982796372	0.1696114875
208	0.4985924304	0.1695965739
209	0.4985924304	0.1695824265
210	0.4980435123	0.1694578261
211	0.4981214778	0.1693902963
212	0.4979655712	0.1693618946
213	0.4978876545	0.1693376979
214	0.4985915493	0.169274195
215	0.4985915493	0.1692581054
216	0.4985915493	0.1692445282
217	0.4986695884	0.1690902075
218	0.4989045383	0.1690605586
219	0.4989045383	0.1690500104
220	0.4988264747	0.1690327092
221	0.4989826264	0.16896395
222	0.4987476518	0.1689546847
223	0.4985126037	0.1689196191
224	0.4985126037	0.1688331667
225	0.4985126037	0.1688063865
226	0.4985126037	0.1687964797
227	0.4999217895	0.1686142741
228	0.4999217895	0.1686024608
229	0.4998436034	0.1685670032
230	0.4998436034	0.1685387797
231	0.4997654418	0.1685116787
232	0.4998436034	0.1684499754
233	0.4997654418	0.1684393381
234	0.4997654418	0.1684215915
235	0.4996873046	0.1684122193
236	0.4996873046	0.1683853143
237	0.4996873046	0.16837204
238	0.4995308101	0.1682576848
239	0.4992961051	0.1682348423
240	0.4997654418	0.1682203207
241	0.5	0.1682090598
242	0.5	0.168187999
243	0.5	0.1681805868
244	0.5	0.1681681856
245	0.5	0.1681578156
246	0.5000781861	0.1679898464
247	0.4998436034	0.1679810265
248	0.4998436034	0.1679615872
249	0.4997654418	0.1679099866
250	0.5	0.1678486753
251	0.5000781861	0.1678450404
252	0.5000781861	0.1678316058
253	0.5000781861	0.1678063222
254	0.5	0.1677064886
255	0.5	0.1676871027
256	0.5	0.1676768931
257	0.5	0.1676543
258	0.5	0.1676415068
259	0.5	0.1676340767
260	0.5	0.1676203391
261	0.5000781372	0.1675590634
262	0.5003125	0.1675402834
263	0.5003125	0.1675282207
264	0.5002344849	0.1674723616
265	0.500390686	0.1674638981
266	0.5004688965	0.167448646
267	0.500390686	0.1674321823
268	0.5005471315	0.1673723677
269	0.5004688965	0.1673564207
270	0.5004688965	0.1673457477
271	0.500625	0.1672454331
272	0.500625	0.1672034007
273	0.500625	0.1671917478
274	0.500625	0.1671762106
275	0.500625	0.1671689231
276	0.500625	0.1671578047
277	0.500625	0.1671483256
278	0.500625	0.1671406105
279	0.500390686	0.167088119
280	0.5003125	0.1670785686
281	0.500390686	0.1670715483
282	0.500390686	0.1670677353
283	0.500390686	0.1670491869
284	0.5003125	0.1670463895
285	0.5004688965	0.1670261662
286	0.500625	0.1670116624
287	0.500625	0.1670083127
288	0.5005467896	0.1668684601
289	0.500625	0.166853404
290	0.5009375	0.1668408424
291	0.5010934083	0.1668360494
292	0.5010934083	0.1668108905
293	0.5011716919	0.1667935894
294	0.5013275027	0.166743824
295	0.5014058107	0.1667377838
296	0.5014058107	0.1667320999
297	0.5013275027	0.1667162598
298	0.5015625	0.1666934351
299	0.5016408814	0.1666708954
300	0.5014066896	0.1666502802
301	0.5014066896	0.166644525
302	0.5014066896	0.1666315357
303	0.5013283326	0.1666284354
304	0.5014066896	0.1666085329
305	0.5014066896	0.1666049515
306	0.5013283326	0.166591588
307	0.5017192873	0.1665253233
308	0.5017192873	0.166521831
309	0.5017192873	0.1665145435
310	0.5016408814	0.1664999685
311	0.501875	0.1664832019
312	0.5017965943	0.166475166
313	0.5017965943	0.1664688941
314	0.5014841431	0.1664297839
315	0.5014841431	0.1664154939
316	0.5016408814	0.1664075471
317	0.5015625	0.1663893907
318	0.5016408814	0.1663865577
319	0.5015625	0.1663755284
320	0.5016408814	0.1663540222
321	0.501875	0.1663243733
322	0.501875	0.1663156781
323	0.5016408814	0.1663006933
324	0.5019534302	0.16629182
325	0.5021875	0.1662715076
326	0.5021875	0.166270296
327	0.5021875	0.1662548479
328	0.5021875	0.1662371013
329	0.5021875	0.1662315065
330	0.5022659791	0.1661644221
331	0.5022659791	0.166160128
332	0.5024214966	0.1660308593
333	0.5024214966	0.1660186897
334	0.5025	0.1660059321
335	0.5025	0.1659959184
336	0.5025	0.1659776016
337	0.5025	0.1659756239
338	0.5024214966	0.1659540286
339	0.5025	0.1659276047
340	0.5028928851	0.1658115746
341	0.5028928851	0.1657927946
342	0.5029715358	0.1657383253
343	0.5029715358	0.1657074291
344	0.5029715358	0.1657046673
345	0.5032056294	0.1656933708
346	0.5035183737	0.1656826444
347	0.5032056294	0.1656442112
348	0.5032843291	0.1656394004
349	0.5032843291	0.1656183931
350	0.5035183737	0.1655984727
351	0.5035183737	0.1655815992
352	0.5038311181	0.1655451082
353	0.5038311181	0.1655314062
354	0.5038311181	0.1655247602
355	0.5038311181	0.1655221766
356	0.5038311181	0.1655087241
357	0.5038311181	0.1655033252
358	0.5037523452	0.1654838503
359	0.5037523452	0.1654734981
360	0.5037523452	0.1654599922
361	0.503673597	0.1654441877
362	0.503673597	0.1653629025
363	0.5039862436	0.165311783
364	0.5039074711	0.1653025177
365	0.5039074711	0.1652952658
366	0.5038311181	0.1652033968
367	0.503673597	0.1651958242
368	0.5038311181	0.1651515646
369	0.5039862436	0.1651185837
370	0.5039862436	0.1651123118
371	0.5040650407	0.1650899147
372	0.5039862436	0.1650800614
373	0.5038311181	0.1650551164
374	0.5042988901	0.1650471875
375	0.5045326665	0.165033735
376	0.5046904315	0.1650204428
377	0.5046904315	0.165015828
378	0.5046115367	0.1650037296
379	0.5051610885	0.1649734392
380	0.5051610885	0.1649679335
381	0.5051610885	0.1649592918
382	0.5051610885	0.1649556392
383	0.5051610885	0.1649407969
384	0.5051610885	0.1649236383
385	0.5051610885	0.1649056066
386	0.5052368298	0.1648492486
387	0.5052368298	0.164845489
388	0.5052368298	0.1648276711
389	0.5052368298	0.1648191186
390	0.5051578618	0.1648037952
391	0.5051578618	0.1647869216
392	0.5051578618	0.164783073
393	0.5051578618	0.1647757498
394	0.5052368298	0.1647660747
395	0.5051578618	0.1647613708
396	0.5051578618	0.1647461721
397	0.5052368298	0.1647298866
398	0.5052368298	0.1647154541
399	0.5050789186	0.1646990438
400	0.5050789186	0.164691204
401	0.5053914674	0.1646620005
402	0.5053914674	0.1646504545
403	0.5053914674	0.16463563
404	0.5053914674	0.1646271131
405	0.5053914674	0.1646245473
406	0.5053125	0.164603932
407	0.5053914674	0.1645949518
408	0.5053914674	0.1645818378
409	0.5053125	0.1645588706
410	0.5053914674	0.1645506387
411	0.5053125	0.1645384691
412	0.5054704595	0.1645190832
413	0.5057040163	0.1645030828
414	0.5059375	0.1644871892
415	0.5059375	0.1644831268
416	0.5060165651	0.1644621195
417	0.5060165651	0.1644508586
418	0.50625	0.1644438027
419	0.50625	0.1644399362
420	0.50625	0.1644313123
421	0.50625	0.1644270895
422	0.5061709108	0.1644219936
423	0.5061709108	0.164412265
424	0.50625	0.1643968882
425	0.50625	0.1643842553
426	0.506483362	0.1643740635
427	0.50625	0.1643693952
428	0.50625	0.1643637291
429	0.50625	0.1643609139
430	0.5061709108	0.1643436662
431	0.5061709108	0.1643054646
432	0.5059375	0.1642999233
433	0.5061709108	0.164278328
434	0.5057040163	0.1641985217
435	0.5057040163	0.1641765879
436	0.5057040163	0.164169924
437	0.5064082526	0.1641193212
438	0.5064082526	0.1641096105
439	0.5066416628	0.164080603
440	0.5066416628	0.1640697875
441	0.5069542116	0.164058883
442	0.5069542116	0.1640520053
443	0.5069542116	0.1640449494
444	0.506875	0.16403237
445	0.506875	0.1640222672
446	0.5069542116	0.1639272623
447	0.506875	0.163914861
448	0.5069542116	0.1639101037
449	0.507033448	0.1639027805
450	0.5068000625	0.1638802409
451	0.5071082643	0.1638760715
452	0.5071082643	0.1638672695
453	0.5071082643	0.1638634208
454	0.506875	0.1638521777
455	0.5071082643	0.1638449793
456	0.506875	0.1638350725
457	0.5069585614	0.1637955168
458	0.5076586433	0.1637878552
459	0.5075793093	0.1637818149
460	0.5075793093	0.1637667766
461	0.5075793093	0.1637637654
462	0.5075793093	0.1637557117
463	0.5075793093	0.163752255
464	0.5075793093	0.1637461613
465	0.5075793093	0.163737484
466	0.5075793093	0.1637351677
467	0.5076586433	0.1637279158
468	0.5075793093	0.1637152473
469	0.5077380022	0.1637073718
470	0.5082044069	0.1636841551
471	0.508125	0.1636740523
472	0.508125	0.1636692237
473	0.508125	0.1636552723
474	0.508125	0.1636467732
475	0.508125	0.1636327861
476	0.508125	0.1636277793
477	0.5084375	0.1635520177
478	0.5084375	0.1635495588
479	0.5084375	0.1635409171
480	0.5082044069	0.1635157761
481	0.5082044069	0.1635074551
482	0.5082838387	0.1634541975
483	0.5077380022	0.1634414399
484	0.507971241	0.1634272747
485	0.5080506487	0.1634213591
486	0.5083632953	0.1633900888
487	0.5083632953	0.1633776341
488	0.5085964364	0.1633730727
489	0.5085964364	0.1633659455
490	0.5082838387	0.1632763216
491	0.5082838387	0.163270406
492	0.5082838387	0.1632631007
493	0.5085169558	0.1632578266
494	0.5084375	0.1632447661
495	0.5090625	0.1632094511
496	0.5090625	0.1632004708
497	0.5090625	0.1631940742
498	0.5090625	0.1631665991
499	0.5090625	0.1631502601
500	0.5088295046	0.1631306426
501	0.5088295046	0.1631175821
502	0.5090625	0.1631013143
503	0.5092954226	0.1630935101
504	0.5090625	0.163086472
505	0.50875	0.1628615747
506	0.5092954226	0.1628248343
507	0.5092954226	0.1628144642
508	0.5092954226	0.162808228
509	0.5092954226	0.1628022768
510	0.5094486959	0.1627590328
511	0.5094486959	0.1627519591
512	0.5094486959	0.1627354776
513	0.50921587	0.1627279941
514	0.50921587	0.1627158066
515	0.5093691443	0.1626950666
516	0.5093691443	0.1626867457
517	0.5094486959	0.1626401163
518	0.5092954226	0.1626289801
519	0.50921587	0.1626179152
520	0.5100734031	0.1625765421
521	0.5097610495	0.1625659226
522	0.5099141296	0.1625536995
523	0.5099141296	0.162548176
524	0.5099937539	0.1625358638
525	0.5104589447	0.1625332446
526	0.5104589447	0.1625231597
527	0.5103060587	0.1625052527
528	0.5101530772	0.1624861698
529	0.5099875156	0.1624496431
530	0.5097549555	0.1624421061
531	0.5097549555	0.1624402174
532	0.5097549555	0.1624370459
533	0.5097549555	0.1624242704
534	0.5097549555	0.1624121186
535	0.5099875156	0.1624084482
536	0.5102200031	0.1623934099
537	0.5102200031	0.1623726164
538	0.5102200031	0.1623505044
539	0.5102200031	0.1623437871
540	0.5102200031	0.1623399384
541	0.5102996255	0.1623192875
542	0.5102996255	0.162316009
543	0.5100671141	0.1623080088
544	0.5099875156	0.1622974962
545	0.5099875156	0.162284115
546	0.5099875156	0.162279607
547	0.5099875156	0.162272569
548	0.5102200031	0.1622252269
549	0.5102200031	0.1622135918
550	0.5102200031	0.1622003531
551	0.5102200031	0.1621870788
552	0.5102200031	0.1621852257
553	0.5104524181	0.1621803436
554	0.5105320643	0.16217033
555	0.5107644306	0.1621674435
556	0.5107644306	0.1621593542
557	0.5108441254	0.1621062034
558	0.5107644306	0.1620999315
559	0.5109967244	0.1620974192
560	0.5107644306	0.1620910404
561	0.5107644306	0.1620874056
562	0.5109238452	0.1620832362
563	0.5113884555	0.1620789421
564	0.511620652	0.1620484913
565	0.511620652	0.1620453019
566	0.5115480649	0.1619711439
567	0.5117803089	0.1618900903
568	0.5117803089	0.1618745175
569	0.511700468	0.161798934
570	0.511700468	0.161787103
571	0.511700468	0.1617777308
572	0.511700468	0.1616296285
573	0.5119326158	0.1616270984
574	0.5119326158	0.1616179934
575	0.5119326158	0.1616147862
576	0.5119326158	0.1616038104
577	0.5121646912	0.161591427
578	0.5121646912	0.1615849769
579	0.5121646912	0.1615706513
580	0.5121646912	0.1615655376
581	0.5121646912	0.1615409133
582	0.5121646912	0.1615297236
583	0.5122445796	0.1614987918
584	0.5124766064	0.1614858382
585	0.5124766064	0.1614791743
586	0.5124766064	0.1614728668
587	0.5124766064	0.1614623364
588	0.5124766064	0.1614454985
589	0.5127085607	0.1614295337
590	0.5127085607	0.1614275381
591	0.5127085607	0.1614171146
592	0.5126286249	0.1614150656
593	0.5124766064	0.1614010607
594	0.5127085607	0.1613930249
595	0.5127085607	0.1613854523
596	0.5124766064	0.1613759553
597	0.5124766064	0.1613648548
598	0.5124766064	0.1613615763
599	0.5122445796	0.161349086
600	0.5124766064	0.1613438653
601	0.5124766064	0.1613287914
602	0.5124766064	0.1613165327
603	0.5124766064	0.1613053965
604	0.5127805486	0.1612554352
605	0.5127805486	0.1612414125
606	0.512548714	0.1612365482
607	0.512548714	0.161231577
608	0.512548714	0.1612288687
609	0.5127085607	0.1612213139
610	0.5129404428	0.1612191401
611	0.5129404428	0.1612094116
612	0.5129404428	0.1612024091
613	0.5129404428	0.1611854465
614	0.5129404428	0.1611800121
615	0.5129404428	0.1611750052
616	0.5129404428	0.161164172
617	0.5127085607	0.1611563143
618	0.5127085607	0.1611515569
619	0.5127085607	0.1611405989
620	0.5127085607	0.1611240105
621	0.5129404428	0.1611224247
622	0.5129404428	0.1611157252
623	0.5129404428	0.1611105401
624	0.5129404428	0.1611071191
625	0.5127085607	0.1609759617
626	0.5127085607	0.1609703312
627	0.5127885215	0.1609657877
628	0.5127885215	0.1609568075
629	0.5128685073	0.1609423037
630	0.5128685073	0.1609361387
631	0.5128685073	0.1609300628
632	0.5130204273	0.160908129
633	0.5130204273	0.160906365
634	0.5130204273	0.1609034964
635	0.5130204273	0.1609015008
636	0.5130204273	0.1609000575
637	0.5130204273	0.1608961554
638	0.5131004367	0.1608847876
639	0.5130204273	0.1608814378
640	0.5130204273	0.1608660966
641	0.5130204273	0.1608282693
642	0.5130204273	0.1608277347
643	0.5131722525	0.1608125004
644	0.5132522607	0.1608042151
645	0.5132522607	0.1608022195
646	0.5132522607	0.1607927048
647	0.5132522607	0.1607860765
648	0.5134840218	0.1607572828
649	0.5134840218	0.1607509753
650	0.5132522607	0.1607422267
651	0.5134840218	0.1607396431
652	0.5134840218	0.1607353668
653	0.5136356553	0.1606812183
654	0.5136356553	0.1606749642
655	0.51340399	0.1606700286
656	0.5136356553	0.1606619928
657	0.5136356553	0.160653066
658	0.5131722525	0.1606029621
659	0.5131722525	0.1605832377
660	0.5131722525	0.160580761
661	0.5131722525	0.1605795138
662	0.5131722525	0.1605736161
663	0.5131722525	0.160555032
664	0.5133322938	0.1605292674
665	0.5133322938	0.1605268798
666	0.5133322938	0.1605210355
667	0.5133322938	0.1605191468
668	0.5133322938	0.1605132491
669	0.5133322938	0.1604585126
670	0.5133322938	0.1604535236
671	0.5133322938	0.1604488553
672	0.5135640786	0.1603950274
673	0.5133322938	0.1603901988
674	0.5136441603	0.1603674988
675	0.5138758965	0.1603618327
676	0.5138758965	0.1603552579
677	0.5138758965	0.1603456363
678	0.5138758965	0.1603339477
679	0.5138758965	0.1603316671
680	0.5138758965	0.1603082722
681	0.5138758965	0.1603064904
682	0.5137957911	0.1602911492
683	0.5137957911	0.1602766454
684	0.5137157107	0.1602536604
685	0.5137157107	0.1602432904
686	0.5137157107	0.1602382835
687	0.5137157107	0.1602297844
688	0.5137957911	0.1602125011
689	0.5137957911	0.1602066924
690	0.5137157107	0.1602048572
691	0.5137957911	0.1601951643
692	0.5135640786	0.1601866651
693	0.5135640786	0.1601830837
694	0.5137157107	0.1601773464
695	0.5139473274	0.1601570162
696	0.5139473274	0.1601537199
697	0.5137157107	0.1601231622
698	0.5137157107	0.1601152511
699	0.5139473274	0.1601102442
700	0.5139473274	0.1600988051
701	0.5139473274	0.160088934
702	0.5137157107	0.1600808625
703	0.5137157107	0.160072114
704	0.5137157107	0.1600664479
705	0.5137157107	0.1600579487
706	0.5137157107	0.1600513918
707	0.5137157107	0.1600430708
708	0.5137157107	0.1600377433
709	0.5137157107	0.1600262864
710	0.5139473274	0.1600159342
711	0.5139473274	0.1600076845
712	0.5139473274	0.1600063303
713	0.5139473274	0.1599978668
714	0.5139473274	0.1599899913
715	0.5139473274	0.1599831315
716	0.5139473274	0.1599735276
717	0.5139473274	0.1599603246
718	0.5137157107	0.1599488142
719	0.5137157107	0.1599440747
720	0.5137157107	0.1599377671
721	0.5137157107	0.1599216598
722	0.5137157107	0.1599134814
723	0.5137157107	0.1599079578
724	0.5137157107	0.1598984965
725	0.5139473274	0.1598953784
726	0.5137157107	0.1598874672
727	0.5136356553	0.159877418
728	0.5138672484	0.159868901
729	0.5138672484	0.1598659076
730	0.5138672484	0.1598616491
731	0.5138672484	0.1598583885
732	0.5138672484	0.1598536133
733	0.5138672484	0.1598500141
734	0.5138672484	0.1598333187
735	0.5138672484	0.1598294522
736	0.5136356553	0.1598122223
737	0.5136356553	0.1597955804
738	0.5136356553	0.1597880613
739	0.5136356553	0.1597821101
740	0.5136356553	0.1597738426
741	0.5136356553	0.159769887
742	0.5136356553	0.1597579312
743	0.5136356553	0.1597454409
744	0.5136356553	0.1597351243
745	0.5136356553	0.1597187319
746	0.5136356553	0.1597144022
747	0.5136356553	0.1597064019
748	0.5141788719	0.1596858401
749	0.5144103443	0.1596721203
750	0.5144103443	0.1596621958
751	0.5144103443	0.1596569929
752	0.5144103443	0.1596491352
753	0.5141788719	0.1596412597
754	0.5144103443	0.159619219
755	0.5146508728	0.1595831378
756	0.5146508728	0.1595695071
757	0.5146508728	0.1595595113
758	0.5153450693	0.1595488562
759	0.5152647975	0.1595326598
760	0.5152647975	0.1595223432
761	0.5152647975	0.159519332
762	0.5150334943	0.1595132026
763	0.5150334943	0.1595074653
764	0.5150334943	0.1594995363
765	0.5152647975	0.1594910194
766	0.5150334943	0.1594854245
767	0.5150334943	0.1594815759
768	0.5150334943	0.1594741102
769	0.5150334943	0.159470511
770	0.5150334943	0.1594608359
771	0.5150334943	0.1594584126
772	0.5150334943	0.159452996
773	0.5150334943	0.1594487019
774	0.5150334943	0.1594387595
775	0.5150334943	0.1594272492
776	0.5150334943	0.1594210485
777	0.5150334943	0.1594196587
778	0.5152647975	0.1594119614
779	0.5152647975	0.1594061171
780	0.5152647975	0.1593979031
781	0.5152647975	0.1593916668
782	0.515576324	0.1593559776
783	0.515576324	0.1593524497
784	0.515576324	0.1593435229
785	0.515576324	0.1593031476
786	0.515576324	0.1592994593
787	0.515576324	0.1592942208
788	0.515576324	0.1592811069
789	0.515576324	0.1592736412
790	0.515576324	0.1592690798
791	0.5152647975	0.1592512441
792	0.5152647975	0.1592445268
793	0.5152647975	0.1592360633
794	0.5152647975	0.159223662
795	0.5152647975	0.1592095859
796	0.5152647975	0.1592014075
797	0.5152647975	0.1591882223
798	0.5154960287	0.1591839282
799	0.5154960287	0.1591737898
800	0.5154960287	0.1591661637
801	0.5154960287	0.1591444794
802	0.5152647975	0.159132773
803	0.5154960287	0.1591251113
804	0.515576324	0.1590904199
805	0.5150334943	0.1590826691
806	0.5150334943	0.159073778
807	0.5150334943	0.159068397
808	0.5150334943	0.1590636931
809	0.5150334943	0.1590619648
810	0.5150334943	0.1590565125
811	0.5150334943	0.1590487082
812	0.5150334943	0.1590444676
813	0.5152647975	0.1590398528
814	0.5152647975	0.1590258123
815	0.5152647975	0.1590246897
816	0.5152647975	0.1590218389
817	0.5154960287	0.1590150503
818	0.515576324	0.1590089031
819	0.5153450693	0.1589976422
820	0.5153450693	0.1589853479
821	0.5153450693	0.1589758687
822	0.5153450693	0.1589695612
823	0.515576324	0.1589562691
824	0.5153450693	0.1589377207
825	0.5153450693	0.1589227715
826	0.5157271878	0.158890432
827	0.5157271878	0.1588841779
828	0.5154960287	0.1588797769
829	0.5154960287	0.1588682666
830	0.5154960287	0.1588556159
831	0.5157271878	0.1588480967
832	0.5159582749	0.1588453528
833	0.5162696559	0.1588388314
834	0.5160386173	0.1587948034
835	0.5162696559	0.1587893333
836	0.5162696559	0.1587839345
837	0.5162696559	0.1587830614
838	0.5161892902	0.1587667046
839	0.5162696559	0.1587627669
840	0.5162696559	0.1587523434
841	0.5163500467	0.158643494
842	0.5163500467	0.1586289546
843	0.5161189846	0.1586237518
844	0.5161189846	0.1586127759
845	0.5165006227	0.1586057022
846	0.5162696559	0.1586014438
847	0.5165006227	0.158596134
848	0.5165006227	0.158588508
849	0.5165006227	0.158581755
850	0.5165006227	0.1585726501
851	0.5165006227	0.1585634917
852	0.5165006227	0.1585565605
853	0.5165006227	0.1585518031
854	0.5162696559	0.1585468141
855	0.5162696559	0.1585433218
856	0.5162696559	0.1585423597
857	0.5165006227	0.1585274817
858	0.5162696559	0.1585222967
859	0.5165006227	0.1585175928
860	0.5165006227	0.1585125325
861	0.5162696559	0.1584980288
862	0.5162696559	0.1584856632
863	0.5162696559	0.1584719612
864	0.5162696559	0.158468362
865	0.5162696559	0.1584615734
866	0.5163500467	0.1584427221
867	0.5163500467	0.1584402632
868	0.5163500467	0.1584325837
869	0.5165810369	0.158427951
870	0.5162696559	0.1584201112
871	0.5162696559	0.1584168861
872	0.5162696559	0.1584136967
873	0.5165006227	0.158407603
874	0.5165810369	0.1583984803
875	0.5165810369	0.1583911037
876	0.5165810369	0.1583825511
877	0.5165810369	0.158379718
878	0.5165810369	0.1583771523
879	0.5165810369	0.158374729
880	0.5163500467	0.15835937
881	0.5163500467	0.1583547374
882	0.5162696559	0.1583494455
883	0.5162696559	0.1583375966
884	0.5162696559	0.1583333381
885	0.5162696559	0.1583318414
886	0.5160386173	0.1583261397
887	0.5160386173	0.1583200816
888	0.5162696559	0.1583125981
889	0.5162696559	0.1583071993
890	0.5162696559	0.1583016044
891	0.5167315175	0.1581845053
892	0.5165006227	0.1581757033
893	0.5165006227	0.158170447
894	0.5167315175	0.1581553374
895	0.5168119552	0.1581518808
896	0.5168119552	0.1581460365
897	0.5166614762	0.1581438627
