iter	F1	Logloss
898	0.5165810369	0.1581393726
899	0.5168119552	0.1581290561
900	0.5170428016	0.1581189711
901	0.5170428016	0.1581148018
902	0.5166614762	0.1580289017
903	0.5168924179	0.1580264072
904	0.5166614762	0.1580220419
905	0.5169729056	0.1580117431
906	0.5169729056	0.1579998586
907	0.5171232877	0.1579854439
908	0.5168924179	0.1579809182
909	0.5168924179	0.1579748957
910	0.5168924179	0.1579641872
911	0.5168924179	0.1579555633
912	0.5168924179	0.1579501467
913	0.5168924179	0.1579384225
914	0.5168924179	0.1579362666
915	0.5168924179	0.1579284445
916	0.5168924179	0.1579222083
917	0.5169729056	0.157914012
918	0.5169729056	0.1579046042
919	0.5167419405	0.1578963189
920	0.5167419405	0.1578883365
921	0.5174346202	0.1578843453
922	0.5172037988	0.1578770221
923	0.5171232877	0.1577920486
924	0.5171232877	0.1577849037
925	0.5171232877	0.157779683
926	0.5172037988	0.1577727875
927	0.5171232877	0.1577679767
928	0.5175848117	0.1577603863
929	0.5176653696	0.1577545776
930	0.5175848117	0.1577426396
931	0.5175848117	0.1577364568
932	0.5176653696	0.1577345503
933	0.5175848117	0.1577253385
934	0.517815466	0.1577060595
935	0.517815466	0.157703957
936	0.5175848117	0.1576645261
937	0.5175848117	0.1576582898
938	0.5173540856	0.1576545659
939	0.5174346202	0.1576510201
940	0.5174346202	0.1576438751
941	0.5176653696	0.1576352691
942	0.5176653696	0.1576314917
943	0.5174346202	0.1576172018
944	0.5178960473	0.1576125157
945	0.517815466	0.1575987246
946	0.517815466	0.1575948403
947	0.5180460485	0.1575892455
948	0.5180460485	0.157587731
949	0.5180460485	0.157583811
950	0.5182765593	0.157577753
951	0.5182765593	0.1575630176
952	0.5182765593	0.1575487455
953	0.5181959565	0.1575416539
954	0.5181959565	0.1575324955
955	0.5181959565	0.1575248517
956	0.5182765593	0.1575178671
957	0.5182765593	0.1575011183
958	0.5184263723	0.1574974834
959	0.5184263723	0.1574942049
960	0.5185069984	0.1574704002
961	0.5185069984	0.157461812
962	0.5185069984	0.1574605113
963	0.5186683261	0.1574332856
964	0.5188987401	0.1574213654
965	0.5188987401	0.1574173742
966	0.5188180404	0.1574135077
967	0.5188987401	0.157391663
968	0.5188987401	0.1573898099
969	0.5183571873	0.1573674307
970	0.5183571873	0.1573598403
971	0.5183571873	0.1573561876
972	0.5183571873	0.1573426638
973	0.5184378404	0.1573324185
974	0.5183571873	0.1572465898
975	0.5183571873	0.1572409059
976	0.5183571873	0.1572351864
977	0.5183571873	0.1572275247
978	0.5183571873	0.1572227495
979	0.5183571873	0.1572171012
980	0.5183571873	0.1572162103
981	0.5183571873	0.157207533
982	0.5183571873	0.1572032745
983	0.5183571873	0.157200976
984	0.5183571873	0.1571962365
985	0.5183571873	0.1571858665
986	0.5183571873	0.1571764943
987	0.5183571873	0.1571692424
988	0.5183571873	0.1571640217
989	0.5183571873	0.1571465246
990	0.5183571873	0.157144921
991	0.5183571873	0.1571265329
992	0.5183571873	0.157119673
993	0.5182765593	0.1571142208
994	0.5182765593	0.1571132764
995	0.5182765593	0.1571027104
996	0.5182765593	0.1570979708
997	0.5182765593	0.1570898815
998	0.5181959565	0.157074968
999	0.5181959565	0.1570646336
1000	0.5181959565	0.1570618896
1001	0.5181959565	0.1570566868
1002	0.5182765593	0.1570521254
1003	0.517965469	0.1570431809
1004	0.5181959565	0.1570329178
1005	0.5184263723	0.1570319378
1006	0.5182765593	0.15702702
1007	0.5182765593	0.1570240444
1008	0.5186567164	0.1570106989
1009	0.5184263723	0.1569980125
1010	0.5184263723	0.1569913486
1011	0.5184263723	0.1569905468
1012	0.5186567164	0.1569812459
1013	0.5186567164	0.1569737267
1014	0.518886989	0.1569692545
1015	0.518886989	0.1569657265
1016	0.5191171899	0.1569229101
1017	0.5193473193	0.1569133954
1018	0.5193473193	0.1569050923
1019	0.5191978859	0.1568867755
1020	0.5191978859	0.1568802363
1021	0.5191978859	0.156870579
1022	0.5191978859	0.1568668016
1023	0.5194280385	0.1568591221
1024	0.5191978859	0.1568492688
1025	0.5194280385	0.1568437809
1026	0.519278607	0.1567924476
1027	0.5195087828	0.1567830041
1028	0.5195087828	0.1567795296
1029	0.5195087828	0.1567738814
1030	0.5195087828	0.1567633332
1031	0.5196581197	0.1567592885
1032	0.5196581197	0.1567492392
1033	0.5198881293	0.1567441612
1034	0.5198881293	0.1567400452
1035	0.5198881293	0.1567355017
1036	0.5198881293	0.1567267531
1037	0.5198881293	0.1567211583
1038	0.5198881293	0.15671355
1039	0.5198881293	0.1567034473
1040	0.5198881293	0.1567005608
1041	0.5198881293	0.1566929882
1042	0.5198881293	0.1566876428
1043	0.5198881293	0.1566724798
1044	0.5198881293	0.1566699675
1045	0.5198881293	0.1566610585
1046	0.5198881293	0.1566552321
1047	0.5198881293	0.1566546976
1048	0.5198881293	0.156644969
1049	0.5198881293	0.1566418687
1050	0.5198881293	0.1566344386
1051	0.51996892	0.1566212356
1052	0.51996892	0.1566171196
1053	0.51996892	0.1566103132
1054	0.51996892	0.1566015112
1055	0.5197388872	0.1565949898
1056	0.5197388872	0.1565864729
1057	0.5197388872	0.156580593
1058	0.5197388872	0.1565764592
1059	0.5197388872	0.1565682987
1060	0.5197388872	0.1565669089
1061	0.5198196798	0.1565607973
1062	0.5198196798	0.1565532425
1063	0.5198196798	0.1565481644
1064	0.5198196798	0.1565406097
1065	0.5198196798	0.1565360661
1066	0.5195895522	0.1565305426
1067	0.5198196798	0.1565207784
1068	0.5197388872	0.1565080386
1069	0.5197388872	0.1565073437
1070	0.5197388872	0.1565034237
1071	0.5197388872	0.1564968311
1072	0.5197388872	0.1564900247
1073	0.5191978859	0.1564784787
1074	0.5191978859	0.1564740242
1075	0.5194280385	0.1564718683
1076	0.5194280385	0.1564676633
1077	0.519278607	0.1564602332
1078	0.519278607	0.1564515915
1079	0.519278607	0.1564401881
1080	0.5190483595	0.1564379252
1081	0.5190483595	0.1564286599
1082	0.5190483595	0.1564254349
1083	0.519278607	0.1564177732
1084	0.519278607	0.1564118042
1085	0.5190483595	0.156406049
1086	0.5190483595	0.1563893358
1087	0.5190483595	0.1563835985
1088	0.5190483595	0.1563826363
1089	0.5190483595	0.1563793935
1090	0.519278607	0.1563722129
1091	0.519278607	0.1563703954
1092	0.519278607	0.156365549
1093	0.5190483595	0.1563557491
1094	0.5191290824	0.1563402832
1095	0.5191290824	0.156332675
1096	0.5193593531	0.1563208795
1097	0.5193593531	0.1563166923
1098	0.5193593531	0.1563073023
1099	0.5188987401	0.1562759072
1100	0.5190483595	0.1562649136
1101	0.5191290824	0.156263506
1102	0.5191290824	0.1562575191
1103	0.5188987401	0.1562475946
1104	0.5188987401	0.1562433539
1105	0.5188987401	0.1562403249
1106	0.5188987401	0.1562348192
1107	0.5186683261	0.1562340886
1108	0.5186683261	0.1562270327
1109	0.5186683261	0.1562225426
1110	0.5186683261	0.1562180347
1111	0.5186683261	0.1562117628
1112	0.5188987401	0.1561917177
1113	0.5189794648	0.1561586834
1114	0.5189794648	0.1561545318
1115	0.5191290824	0.1561299787
1116	0.5192098305	0.1561253461
1117	0.5192098305	0.1561192167
1118	0.5192098305	0.1561052475
1119	0.5192098305	0.156101096
1120	0.5196703468	0.1560975146
1121	0.5196703468	0.1560928463
1122	0.5196703468	0.1560845431
1123	0.5194401244	0.1560779862
1124	0.5196703468	0.1560624133
1125	0.5196703468	0.1560555534
1126	0.5196703468	0.1560404261
1127	0.5196703468	0.1560376287
1128	0.5196017424	0.156031036
1129	0.5196017424	0.1560161937
1130	0.5196017424	0.1560023136
1131	0.5193714019	0.1559975384
1132	0.5193714019	0.1559901262
1133	0.5196825891	0.1559697069
1134	0.5193714019	0.1559620096
1135	0.5193714019	0.155954241
1136	0.5194522253	0.1559511763
1137	0.5199128811	0.1559462407
1138	0.5197634609	0.1559408597
1139	0.5199937763	0.1559378485
1140	0.5197634609	0.1559294919
1141	0.5197634609	0.1559193536
1142	0.5199128811	0.1559127788
1143	0.5199937763	0.1559052062
1144	0.5199937763	0.155893286
1145	0.5199128811	0.1558871032
1146	0.5199937763	0.155884769
1147	0.5201431016	0.1558732587
1148	0.5200622084	0.1558697664
1149	0.5200622084	0.1558559397
1150	0.5201431016	0.1558505765
1151	0.5203732504	0.1558314758
1152	0.520292334	0.1558237784
1153	0.5203732504	0.1558180233
1154	0.520292334	0.155798281
1155	0.5202114428	0.1557918132
1156	0.5201305767	0.1557684005
1157	0.5202114428	0.155764142
1158	0.5202114428	0.1557577097
1159	0.5202114428	0.155750636
1160	0.520292334	0.1557258692
1161	0.5202114428	0.1557175482
1162	0.5202114428	0.1557048263
1163	0.5202114428	0.1557020288
1164	0.5202114428	0.1556705268
1165	0.5202114428	0.1556666247
1166	0.520292334	0.1556628473
1167	0.520292334	0.1556547758
1168	0.520292334	0.1556485217
1169	0.5202114428	0.1556422142
1170	0.520292334	0.155633822
1171	0.520292334	0.1556181066
1172	0.520292334	0.1556080573
1173	0.520292334	0.1555941237
1174	0.5205223881	0.155585393
1175	0.5205223881	0.1555812592
1176	0.5205223881	0.1555775175
1177	0.5205223881	0.155572279
1178	0.5205223881	0.1555679849
1179	0.5205223881	0.1555606618
1180	0.5204414737	0.1555514856
1181	0.5205223881	0.1555459442
1182	0.5205223881	0.1555305317
1183	0.5205223881	0.1555276274
1184	0.5205223881	0.1555244024
1185	0.5205223881	0.1555181305
1186	0.5205223881	0.1555156182
1187	0.5205223881	0.1555077783
1188	0.5205223881	0.1555058896
1189	0.5205223881	0.155504286
1190	0.5205223881	0.1554991901
1191	0.5205223881	0.1554950207
1192	0.5205223881	0.1554887488
1193	0.5206842924	0.155482958
1194	0.5206842924	0.1554770781
1195	0.5206842924	0.1554724276
1196	0.5205223881	0.1554555541
1197	0.5205223881	0.1554531308
1198	0.5206033276	0.1554386093
1199	0.5205223881	0.155429344
